,session,subject,parent_adj_nps,child_adj_nps,child_indef_def_adj_nps
136217,4,160,,the mud,the mud
136218,4,160,,the mud,the mud
136257,4,160,,the suns,the suns
136302,4,160,,a ball,a ball
136304,4,160,,a ball,a ball
136312,4,160,,a ball,a ball
136314,4,160,,the horsies,the horsies
136354,4,160,,a bus,a bus
136368,4,160,,a boom,a boom
136369,4,160,,a boom,a boom
136390,4,160,,the pear,the pear
136466,4,160,,the dirt,the dirt
136548,4,160,,a sun,a sun
136564,4,160,,a sun,a sun
136587,4,160,,the sun,the sun
136588,4,160,,the sun,the sun
136598,4,160,,the sun,the sun
136599,4,160,,the sun,the sun
136641,4,160,,the person,the person
136642,4,160,,the person,the person
136727,4,160,,the battery,the battery
136793,4,160,,the car,the car
136795,4,160,,a wipe,a wipe
136799,4,160,,a wipe,a wipe
136800,4,160,,a wipe,a wipe
136801,4,160,,a wipe,a wipe
136818,4,160,,the tray,the tray
136840,4,160,,the car,the car
136841,4,160,,the car,the car
136844,4,160,,a car,a car
136860,4,160,,the wheels,the wheels
136941,4,160,,a minute,a minute
136943,4,160,,the wagon,the wagon
136983,4,160,,the sun,the sun
136986,4,160,,a towel,a towel
137015,4,160,,the dirt,the dirt
137082,4,160,,the stove,the stove
137101,4,160,,the chair,the chair
137103,4,160,,the chair,the chair
137107,4,160,,the kitchen,the kitchen
137113,4,160,,the cookies,the cookies
137117,4,160,,the kitchen,the kitchen
137137,4,160,,the scoop,the scoop
137168,4,160,,the bus,the bus
137172,4,160,,the bus,the bus
137176,4,160,,the door,the door
137250,4,160,,a nap,a nap
137291,4,160,,a horsie,a horsie
137303,4,160,,a pony,a pony
137306,4,160,,a pony,a pony
137310,4,160,,a momo@,a momo@
137311,4,160,,a momo@,a momo@
137312,4,160,,a momo@,a momo@
137318,4,160,,a pony,a pony
137324,4,160,,a momo@,a momo@
137325,4,160,,a momo@,a momo@
137437,4,160,,a soccer,a soccer
137438,4,160,,a soccer,a soccer
138132,4,162,,a tunnel,a tunnel
138139,4,162,,the #,the #
138793,4,162,,a cow,a cow
139024,4,162,,the basketball,the basketball
139458,4,162,,a toy,a toy
139459,4,162,,a toy,a toy
139460,4,162,,a toy,a toy
139461,4,162,,a toy,a toy
139463,4,162,,a toy,a toy
140010,4,162,,the box,the box
140399,4,163,,the pictures,the pictures
140446,4,163,,a duck,a duck
143736,4,166,,the bike,the bike
143893,4,166,,the hill,the hill
144337,4,166,,the water,the water
144641,4,166,,a bubble,a bubble
144658,4,166,,the porch,the porch
144667,4,166,,the bowls,the bowls
144669,4,166,,the bowls,the bowls
144671,4,166,,the bowls,the bowls
144673,4,166,,the bowls,the bowls
144674,4,166,,the bowls,the bowls
144675,4,166,,the bowls,the bowls
144677,4,166,,the bowls,the bowls
144682,4,166,,the bowls,the bowls
144686,4,166,,the bowls,the bowls
144687,4,166,,the bowls,the bowls
144688,4,166,,the bowls,the bowls
144689,4,166,,the bowls,the bowls
144701,4,166,,the bowls,the bowls
144833,4,166,,the one,the one
144912,4,166,,the baby,the baby
145223,4,166,,the Y.,the Y.
145225,4,166,,the Y.,the Y.
145321,4,166,,a diaper,a diaper
145581,4,167,,a cup,a cup
145582,4,167,,a cup,a cup
146747,4,167,,a toot,a toot
146749,4,167,,a toot,a toot
146751,4,167,,a toot,a toot
146760,4,167,,a choochoo,a choochoo
146761,4,167,,a choochoo,a choochoo
146762,4,167,,a choochoo,a choochoo
146928,4,167,,a choochoo,a choochoo
147361,4,167,,a blue,a blue
147470,4,167,,a kick,a kick
147471,4,167,,a kick,a kick
147473,4,167,,a kick,a kick
147474,4,167,,a kick,a kick
147699,4,167,,a crash,a crash
147701,4,167,,a crash,a crash
149074,4,170,,a bike,a bike
149122,4,170,,a ball,a ball
149136,4,170,,the ball,the ball
149142,4,170,,the button,the button
149144,4,170,,the button,the button
149146,4,170,,the button,the button
149148,4,170,,the button,the button
149273,4,170,,a book,a book
149298,4,170,,a swimming,a swimming
149301,4,170,,a #,a #
149324,4,170,,a puppy,a puppy
149398,4,170,,the swimming,the swimming
149419,4,170,,a squirrel,a squirrel
149453,4,170,,a ball,a ball
149490,4,170,,the stick,the stick
149680,4,170,,the door,the door
149686,4,170,,the door,the door
149691,4,170,,the button,the button
149703,4,170,,the door,the door
149704,4,170,,the door,the door
149811,4,170,,the door,the door
149814,4,170,,a birdie,a birdie
149839,4,170,,a rhino,a rhino
149859,4,170,,a monkey,a monkey
149881,4,170,,a bear,a bear
149885,4,170,,a beaver,a beaver
149886,4,170,,a beaver,a beaver
149933,4,170,,a tail,a tail
149943,4,170,,a book,a book
150072,4,170,,the car,the car
150165,4,170,,a #,a #
150180,4,170,,the baby,the baby
150213,4,170,,the zoo,the zoo
150219,4,170,,a zebra,a zebra
150220,4,170,,a elephant,a elephant
150224,4,170,,a lion,a lion
150229,4,170,,a elephant,a elephant
150235,4,170,,a bear,a bear
150244,4,170,,a zebra,a zebra
150250,4,170,,a mouse,a mouse
150252,4,170,,a bunny,a bunny
150256,4,170,,a camel,a camel
150277,4,170,,a lion,a lion
150279,4,170,,a elephant,a elephant
150341,4,170,,the cards,the cards
150377,4,170,,the fish,the fish
150389,4,170,,the fish,the fish
150449,4,170,,a caterpillar,a caterpillar
150484,4,170,,a caterpillar,a caterpillar
150512,4,170,,a story,a story
150531,4,170,,the doggie,the doggie
150539,4,170,,a song,a song
150809,4,170,,a lion,a lion
150843,4,170,,a #,a #
151984,4,172,,the ball,the ball
152092,4,172,,the ceiling,the ceiling
152314,4,172,,a circle,a circle
152847,4,172,,a #,a #
152908,4,172,,the door,the door
152952,4,172,,the door,the door
152979,4,172,,the door,the door
152983,4,172,,the door,the door
153071,4,172,,the ball,the ball
153211,4,172,,the #,the #
153216,4,172,,the cob,the cob
153337,4,172,,a song,a song
153412,4,172,,a letter,a letter
29,5,22,,a tiger,a tiger
58,5,22,,a zoo,a zoo
97,5,22,,a tiger,a tiger
109,5,22,,a birdie,a birdie
110,5,22,,a birdie,a birdie
133,5,22,,a phone,a phone
142,5,22,,a briefcase,a briefcase
151,5,22,a engine,a #,a #
186,5,22,,a tiger,a tiger
189,5,22,,a baby,a baby
191,5,22,,a mouse,a mouse
203,5,22,,a baby,a baby
207,5,22,,a #,a #
271,5,22,,a birdie,a birdie
300,5,22,,a cake,a cake
317,5,22,,a #,a #
326,5,22,,a bus,a bus
337,5,22,,a lollipop,a lollipop
370,5,22,,a stick,a stick
377,5,22,,a man,a man
382,5,22,,the milk,the milk
433,5,22,,a train,a train
435,5,22,,a train,a train
460,5,22,,the #,the #
463,5,22,,a one,a one
466,5,22,,a one,a one
482,5,22,,a bat,a bat
488,5,22,,a #,a #
492,5,22,,a car,a car
500,5,22,,a hat,a hat
513,5,22,,a fan,a fan
518,5,22,,a bed,a bed
551,5,22,,the house,the house
563,5,22,,the #,the #
566,5,22,,a penis,a penis
622,5,22,a smarty+pants,a start,a start
633,5,22,,a phone,a phone
634,5,22,,a phone,a phone
636,5,22,,a frog,a frog
686,5,22,,the ear,the ear
687,5,22,,the ear,the ear
692,5,22,,a #,a #
748,5,22,,a talk,a talk
774,5,22,,a head+stand,a head+stand
805,5,22,,the caterpillar,the caterpillar
968,5,22,,a book,a book
981,5,22,,a pen,a pen
983,5,22,,the pen,the pen
997,5,22,,a one,a one
1002,5,22,,a one,a one
1003,5,22,a one,a one,a one
1004,5,22,,a one,a one
1006,5,22,,a one,a one
1032,5,22,,the one,the one
1107,5,22,,a caterpillar,a caterpillar
1108,5,22,,a caterpillar,a caterpillar
1167,5,22,,a treat,a treat
1185,5,22,,the one,the one
1218,5,22,,the gum,the gum
1260,5,22,,a notebook,a notebook
1271,5,22,,a coloring,a coloring
1357,5,22,,a doggy,a doggy
1358,5,22,,a doggy,a doggy
1359,5,22,,a #,a #
1361,5,22,,a cat,a cat
1363,5,22,,a tail,a tail
1364,5,22,,a tail,a tail
1367,5,22,,a tail,a tail
1368,5,22,,a tail,a tail
1376,5,22,,a cats,a cats
1377,5,22,,a dog,a dog
1470,5,22,,a tail,a tail
1477,5,22,,a dog,a dog
1481,5,22,,a tail,a tail
1484,5,22,,a tail,a tail
1489,5,22,,a cat,a cat
1491,5,22,,the cat,the cat
1525,5,22,,a straw,a straw
1526,5,22,,a spoon,a spoon
1565,5,22,,a e@l,a e@l
1569,5,22,,a e@l,a e@l
1570,5,22,,a e@l,a e@l
1573,5,22,,a e@l,a e@l
1574,5,22,,a e@l,a e@l
1589,5,22,,a #,a #
1594,5,22,,a e@l,a e@l
1595,5,22,,a #,a #
1596,5,22,,a #,a #
1599,5,22,,a one,a one
1600,5,22,,a thing,a thing
1604,5,22,,a cup,a cup
1617,5,22,,a spoon,a spoon
1620,5,22,,a napkin,a napkin
1623,5,22,,a #,a #
1624,5,22,,a bee,a bee
1628,5,22,,a #,a #
1632,5,22,,a bee,a bee
1633,5,22,,the cup,the cup
1640,5,22,,a sleep,a sleep
1641,5,22,,a sheep,a sheep
1648,5,22,,a sheep,a sheep
1655,5,22,,a pig,a pig
1706,5,22,,the cup,the cup
1707,5,22,,the cup,the cup
1749,5,22,,a baby,a baby
1750,5,22,,a baby,a baby
1758,5,22,,a baby,a baby
1760,5,22,,a brother,a brother
1773,5,22,,a sisters,a sisters
1795,5,22,,a giant,a giant
1808,5,22,,the cap,the cap
1899,5,22,,a sound,a sound
1901,5,22,,a sound,a sound
1913,5,22,,a Sponge_Bob,a Sponge_Bob
2082,5,22,,a #,a #
2111,5,22,,the cabinet,the cabinet
2116,5,22,,a water,a water
2133,5,22,,a lot,a lot
2139,5,22,,the one,the one
2141,5,22,,a #,a #
2148,5,22,,a square,a square
2160,5,22,,a rectangle,a rectangle
2189,5,22,,a square,a square
2210,5,22,,a house,a house
2214,5,22,,a stop,a stop
2216,5,22,,a stop,a stop
2221,5,22,,a stop,a stop
2235,5,22,,a octagon,a octagon
2242,5,22,,a octopus,a octopus
2267,5,22,,a rectangle,a rectangle
2270,5,22,,a rectangle,a rectangle
2276,5,22,,a square,a square
2280,5,22,,a pen,a pen
2288,5,22,,the hair,the hair
2297,5,22,,a pink,a pink
2323,5,22,,a doll,a doll
2446,5,22,,a dolls,a dolls
2454,5,22,,a pants,a pants
2480,5,22,,the boot,the boot
2481,5,22,,a boot,a boot
2501,5,22,,a somersault,a somersault
2502,5,22,,a somersault,a somersault
2504,5,22,,a #,a #
2534,5,24,,the house,the house
2542,5,24,,a people,a people
2550,5,24,,a #,a #
2577,5,24,,the books,the books
2745,5,24,,the #,the #
2829,5,24,,a chicken,a chicken
2875,5,24,,a mouse,a mouse
2909,5,24,,a mess,a mess
2911,5,24,,the floor,the floor
2941,5,24,,a jack+in+the+box,a jack+in+the+box
2968,5,24,,a airplane,a airplane
3015,5,24,,a kangaroo,a kangaroo
3109,5,24,,the blocks,the blocks
3112,5,24,,the telephone,the telephone
3137,5,24,,the bottom,the bottom
3153,5,24,,a baby,a baby
3159,5,24,,the baby,the baby
3185,5,24,,a sit,a sit
3189,5,24,,the put,the put
3191,5,24,,the tea,the tea
3214,5,24,,a go,a go
3281,5,24,,the #,the #
3285,5,24,,the toys,the toys
3300,5,24,,a train,a train
3302,5,24,,a train,a train
3308,5,24,,the back,the back
3319,5,24,,the train,the train
3333,5,24,,the train,the train
3387,5,24,,the boat,the boat
3390,5,24,,the boat,the boat
3394,5,24,,the boat,the boat
3396,5,24,,the boat,the boat
3406,5,24,,the train,the train
3426,5,24,,a bite,a bite
3462,5,24,,a house,a house
3581,5,24,,a #,a #
3585,5,24,,the #,the #
3675,5,24,,the string,the string
3797,5,24,,the horsies,the horsies
3803,5,24,,the door,the door
3805,5,24,,a horsies,a horsies
3806,5,24,,the horsies,the horsies
3808,5,24,,the door,the door
3828,5,24,,a line,a line
3845,5,24,,a #,a #
3902,5,24,,the books,the books
3904,5,24,,the books,the books
3906,5,24,,the books,the books
3947,5,24,,the blocks,the blocks
3970,5,24,,a train,a train
3974,5,24,,the girl,the girl
4025,5,24,,the seat,the seat
4083,5,24,,the wall,the wall
4125,5,24,,the garbage,the garbage
4153,5,24,,the chair,the chair
4292,5,24,,a tree,a tree
4325,5,24,,a #,a #
4358,5,24,,the bird,the bird
4400,5,24,,the back,the back
4458,5,24,,a #,a #
4472,5,24,,the basket,the basket
4511,5,24,,the #,the #
4566,5,24,,the puzzle,the puzzle
4583,5,24,,a castle,a castle
4595,5,24,,the words,the words
4601,5,24,,the #,the #
4602,5,24,,the #,the #
4639,5,24,,the bunny,the bunny
4641,5,24,,the bunny,the bunny
4644,5,24,,a shoe,a shoe
4645,5,24,,a shoe,a shoe
4684,5,24,,the floor,the floor
4726,5,24,,the #,the #
4730,5,24,,a cake,a cake
4734,5,24,,a present,a present
4751,5,24,,a #,a #
4811,5,24,,the cake,the cake
4850,5,25,,the bowl,the bowl
5015,5,25,,a dinosaur,a dinosaur
5020,5,25,,the one,the one
5036,5,25,,a baseball,a baseball
5043,5,25,,a baseball,a baseball
5046,5,25,,a baseball,a baseball
5051,5,25,,a tail,a tail
5055,5,25,,a tail,a tail
5056,5,25,,a tail,a tail
5061,5,25,,a minute,a minute
5070,5,25,,a minute,a minute
5081,5,25,,a big,a big
5093,5,25,,a monster,a monster
5095,5,25,,a monster,a monster
5103,5,25,,a mommy,a mommy
5127,5,25,,a red,a red
5139,5,25,,a green,a green
5143,5,25,,a yellow,a yellow
5144,5,25,,a yellow,a yellow
5146,5,25,,a yellow,a yellow
5174,5,25,,a red,a red
5195,5,25,,the #,the #
5215,5,25,,the one,the one
5225,5,25,,a see,a see
5236,5,25,,the one,the one
5241,5,25,,a minute,a minute
5246,5,25,,a mommy,a mommy
5248,5,25,,a red,a red
5251,5,25,,a brick,a brick
5292,5,25,,a mommy,a mommy
5313,5,25,,a break,a break
5315,5,25,,a break,a break
5338,5,25,,a break,a break
5380,5,25,,a red,a red
5387,5,25,,a car,a car
5389,5,25,,a car,a car
5392,5,25,,a car,a car
5395,5,25,,a car,a car
5398,5,25,,a red,a red
5399,5,25,,the door,the door
5402,5,25,,a go,a go
5416,5,25,,a right,a right
5513,5,25,,the red,the red
5559,5,25,,a falling,a falling
5575,5,25,,a self,a self
5640,5,25,,a minute,a minute
5643,5,25,,a break,a break
5657,5,25,,a head,a head
5658,5,25,,a head,a head
5689,5,25,,a head,a head
5691,5,25,,a head,a head
5718,5,25,,a red,a red
5763,5,25,,a baseball,a baseball
5818,5,25,,a #,a #
5840,5,25,,a barn,a barn
5841,5,25,,a barn,a barn
5843,5,25,,a barn,a barn
5845,5,25,,a barn,a barn
5863,5,25,,a piggies,a piggies
5864,5,25,,a piggies,a piggies
5867,5,25,,a cows,a cows
5869,5,25,,a cows,a cows
5872,5,25,,a cow,a cow
5874,5,25,,a cow,a cow
5881,5,25,,the end,the end
5892,5,25,,a hide,a hide
5982,5,25,,a mommy,a mommy
5992,5,25,,a tickle,a tickle
5994,5,25,,a tickle,a tickle
5997,5,25,,a side,a side
5998,5,25,,a side,a side
5999,5,25,,a side,a side
6018,5,25,,a time,a time
6050,5,25,,a flips,a flips
6080,5,25,,a bath+room,a bath+room
6131,5,25,,a no,a no
6182,5,25,,a room,a room
6234,5,25,,a daddy,a daddy
6259,5,25,,a baseball,a baseball
6261,5,25,,a boo,a boo
6262,5,25,,a boo,a boo
6263,5,25,,the sheet,the sheet
6292,5,25,,a daddy,a daddy
6295,5,25,,a mommy,a mommy
6306,5,25,,a go,a go
6309,5,25,,a hiding,a hiding
6318,5,25,,a hiding,a hiding
6323,5,25,,a hide,a hide
6326,5,25,,a mommy,a mommy
6348,5,25,,a hiding,a hiding
6420,5,25,,a mommy,a mommy
6468,5,25,,a hiding,a hiding
6469,5,25,,a hiding,a hiding
6471,5,25,,a hiding,a hiding
6474,5,25,,a hiding,a hiding
6475,5,25,,a hiding,a hiding
6526,5,25,,a milk,a milk
6556,5,25,,a batteries,a batteries
6559,5,25,,a batteries,a batteries
6561,5,25,,a batteries,a batteries
6564,5,25,,a do,a do
6647,5,27,,a bird,a bird
6654,5,27,,a bird,a bird
6840,5,27,,a yellow,a yellow
6855,5,27,,a #,a #
6871,5,27,,the drum,the drum
7070,5,27,,a baby,a baby
7131,5,27,,a babies,a babies
7135,5,27,,a go,a go
7197,5,27,,a lots,a lots
7249,5,27,,a babies,a babies
7322,5,27,,a babies,a babies
7346,5,27,,a #,a #
7433,5,27,,a markers,a markers
7435,5,27,,a #,a #
7593,5,27,,a dinosaur,a dinosaur
7601,5,27,,a #,a #
7641,5,27,,a red,a red
7668,5,27,,a bed,a bed
7671,5,27,,a bed,a bed
7713,5,27,,a big,a big
7722,5,27,,a back,a back
7724,5,27,,a big,a big
7809,5,27,,a #,a #
7821,5,27,,a fix,a fix
7861,5,27,,the blocks,the blocks
7921,5,27,,a bed,a bed
7983,5,27,,a #,a #
8016,5,27,,a #,a #
8212,5,27,,a button,a button
8215,5,27,,a robot,a robot
8229,5,27,,a back,a back
8232,5,27,,a #,a #
8237,5,27,,a #,a #
8256,5,27,,a #,a #
8281,5,27,,the purple,the purple
8350,5,27,,a balloon,a balloon
8497,5,27,,a balloon,a balloon
8536,5,27,,a balloon,a balloon
8557,5,27,,a balloon,a balloon
8617,5,27,,a balloon,a balloon
8620,5,27,,a balloon,a balloon
8627,5,27,,a books,a books
8628,5,27,which books,a books,a books
8669,5,27,,a balloon,a balloon
8690,5,27,,a balloon,a balloon
8691,5,27,,a #,a #
8755,5,27,,a #,a #
8760,5,27,,a balloon,a balloon
8819,5,27,,a #,a #
8835,5,27,,a monkey,a monkey
8841,5,27,,a monkey,a monkey
8843,5,27,,a monkey,a monkey
8850,5,27,,a dance,a dance
8858,5,27,,a balloon,a balloon
8862,5,27,,the dog,the dog
8877,5,27,,the dog,the dog
8907,5,27,,a balloon,a balloon
8913,5,27,,a balloon,a balloon
8915,5,27,these tree,a balloon,a balloon
8920,5,27,,a balloon,a balloon
8970,5,27,,the ornaments,the ornaments
9131,5,27,,a cake,a cake
9238,5,27,,a balloons,a balloons
9247,5,27,,a balloon,a balloon
9259,5,27,,a lot,a lot
9339,5,27,,a balloons,a balloons
9343,5,27,,a balloon,a balloon
9348,5,27,,a books,a books
9350,5,27,,a #,a #
9357,5,27,,a balloons,a balloons
9381,5,27,,a balloon,a balloon
9392,5,27,,a yellow,a yellow
9420,5,27,,a #,a #
10638,5,28,,a wall,a wall
10660,5,28,,a baby,a baby
10834,5,28,,a woof,a woof
11097,5,28,,the door,the door
11293,5,29,,the daddy,the daddy
11294,5,29,,the daddy,the daddy
11318,5,29,,the zoo,the zoo
11323,5,29,,a daddy,a daddy
11331,5,29,,the baby,the baby
11338,5,29,,the lion,the lion
11340,5,29,,the Lion_King,the Lion_King
11358,5,29,,a fork,a fork
11361,5,29,,a brush,a brush
11363,5,29,,the brush,the brush
11367,5,29,,the zoo,the zoo
11379,5,29,,the zoo,the zoo
11381,5,29,,the bear,the bear
11400,5,29,,the #,the #
11401,5,29,,the daddy,the daddy
11402,5,29,,a bear,a bear
11405,5,29,,a bear,a bear
11410,5,29,,a lion,a lion
11418,5,29,,the lion,the lion
11422,5,29,,the swings,the swings
11432,5,29,,a slide,a slide
11434,5,29,,the swings,the swings
11445,5,29,,the seal,the seal
11450,5,29,,the baby,the baby
11451,5,29,,a lion,a lion
11454,5,29,,the seals,the seals
11461,5,29,,the baby,the baby
11463,5,29,,the baby,the baby
11466,5,29,,the baby,the baby
11470,5,29,,the seal,the seal
11479,5,29,,the hens,the hens
11488,5,29,,the zoo,the zoo
11489,5,29,,the zoo,the zoo
11493,5,29,,the seals,the seals
11495,5,29,,the birds,the birds
11518,5,29,,the air,the air
11524,5,29,,the car,the car
11525,5,29,,a car,a car
11528,5,29,,the seals,the seals
11531,5,29,,the backs,the backs
11532,5,29,,the back,the back
11599,5,29,,the book,the book
11600,5,29,,the book,the book
11601,5,29,,the books,the books
11663,5,29,,the airplane,the airplane
11664,5,29,,the airplane,the airplane
11690,5,29,,the animals,the animals
11691,5,29,,the animals,the animals
11693,5,29,,the animals,the animals
11701,5,29,,the farm,the farm
11709,5,29,,a pig,a pig
11710,5,29,,a kitty+cat,a kitty+cat
11711,5,29,,a flower,a flower
11712,5,29,,a bucket,a bucket
11713,5,29,,a cow,a cow
11714,5,29,,a mom,a mom
11715,5,29,,a a.,a a.
11719,5,29,,a goat,a goat
11729,5,29,,a #,a #
11736,5,29,,the eggs,the eggs
11737,5,29,,the bird,the bird
11739,5,29,,the bird,the bird
11741,5,29,,the farm,the farm
11745,5,29,,the horse,the horse
11746,5,29,,the horse,the horse
11747,5,29,,the lambs,the lambs
11748,5,29,,the lamb,the lamb
11749,5,29,,a lamb,a lamb
11751,5,29,,a kitty+cat,a kitty+cat
11754,5,29,,the bird,the bird
11755,5,29,,the bird,the bird
11758,5,29,,the bird,the bird
11760,5,29,,the bird,the bird
11762,5,29,,the bird,the bird
11766,5,29,,the bird,the bird
11779,5,29,,the bird,the bird
11788,5,29,,the horse,the horse
11789,5,29,,the horse,the horse
11792,5,29,,a horse,a horse
11809,5,29,,the tractor,the tractor
11812,5,29,,the tractor,the tractor
11814,5,29,,the horse,the horse
11846,5,29,,the eggs,the eggs
11885,5,29,,the lamb,the lamb
11895,5,29,,the rock,the rock
11923,5,29,,the cow,the cow
11925,5,29,,the baby,the baby
11928,5,29,,the daddy,the daddy
11935,5,29,,the bird,the bird
11949,5,29,,the ducks,the ducks
11951,5,29,,the ducks,the ducks
11954,5,29,,the ducks,the ducks
11956,5,29,,the ducks,the ducks
11957,5,29,,the duck,the duck
11988,5,29,,the pig,the pig
11992,5,29,,the pig,the pig
